Edicion,S_1,O_88,O_89,O_12,O_13,O_22,O_67,O_68,O_8,O_19_1,O_19_2,O_19_3,O_19_4,O_19_5,O_19_6,O_19_7,O_19_8,O_19_9,O_20_1,O_20_2,O_20_3,O_20_4,O_20_5,O_20_6,O_20_7,O_20_8,O_72_1,O_72_2,O_72_3,O_72_4,O_72_5,O_72_6,O_72_7,O_72_8,O_72_9,O_24,O_48,O_52,O_54,O_58,O_59,O_90,O_28_1,O_28_2,O_28_3,O_28_4,O_28_5,O_28_6,O_28_7,O_28_8,O_37_1,O_37_2,O_37_3,O_37_4,O_37_5,O_38_1,O_38_2,O_38_3,O_38_4,O_38_5,O_38_6,O_38_7,O_38_8,O_38_9,O_66_1,O_66_2,O_66_3,O_66_4,O_66_5,O_66_6,O_66_7,O_81_1,O_81_2,O_81_3,O_81_4,O_81_5,O_81_6,O_81_7,O_82_1,O_82_2,O_82_3,O_82_4,O_82_5,O_82_6,O_82_7,O_40,O_41,O_45,O_49,O_55,O_61_1,O_61_2,O_61_3,O_61_4,O_61_5,O_62_1,O_62_2,O_62_3,O_62_4,O_62_5,O_62_6,O_70,O_71,Condiciones Territoriales,Prácticas,Efectos,IPCM
2019,1,Hombre,No,Si,Si,0,No consulta,No consulta,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,0,No,0,No,Nunca,Nunca,1,No,No,No,No,No,No,No,Si,No,Si,No,No,Si,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,No,Autoritario,Manipulador,Excluyente,Dictatorial,Pasivo,Apático,Autosuficiente,Autoritario,Manipulador,Excluyente,Dictatorial,Pasivo,Apático,Autosuficiente,"Si, alto",Positiva,Permanecen igual,0,0,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No consulta,No consulta,0.775533716910754,0.796898715106346,0.720419639564438,0.76
2019,1,Mujer,Si,Si,Si,19,Casi siempre,Casi siempre,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,8,No,5,No,Muy pocas veces,Muy pocas veces,2,No,No,No,No,Si,No,No,Si,No,Si,No,No,No,No,No,Si,No,Si,No,No,No,No,Si,No,No,No,Si,Si,No,Autoritario,Manipulador,Excluyente,Consultivo,Proactivo,Cooperativo,Autosuficiente,Democráctico,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, alto",Positiva,Permanecen igual,0,0,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clara y comprensible,De fácil acceso,0.558139353411109,0.48865326413367,0.701395579385131,0.58
2019,1,Hombre,No,Si,Si,20,No consulta,No consulta,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,0,No,0,No,Nunca,Nunca,1,No,No,No,No,No,No,No,Si,No,Si,No,No,Si,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,No,Autoritario,Manipulador,Excluyente,Dictatorial,Pasivo,Apático,Autosuficiente,Autoritario,Manipulador,Excluyente,Dictatorial,Pasivo,Apático,Autosuficiente,"Si, medio",Positiva,Permanecen igual,0,0,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No consulta,No consulta,0.778701584842958,0.796898715106346,0.720852128598259,0.76
2019,1,Hombre,Si,Si,Si,0,No consulta,No consulta,Si,No,No,No,No,No,No,No,No,Si,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,2,No,65,No,Muy pocas veces,Nunca,0,No,No,No,No,No,No,No,Si,No,Si,No,No,Si,Si,No,No,Si,No,No,Si,No,No,No,No,No,No,No,No,No,Democráctico,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Autosuficiente,Democráctico,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,No,Positiva,Mejorado,0,0,Inequitativo,Neutral,Neutral,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,No consulta,No consulta,0.745364804494998,0.696354606817863,0.741786086060205,0.73
2019,1,Mujer,Si,No,No,65,No consulta,No consulta,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,5,No,1,No,Nunca,Nunca,5,Si,Si,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,Si,No,Si,No,No,No,No,No,No,No,No,No,Democráctico,Condescendiente,Muy inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,Muy democrático,Condescendiente,Inclusivo,Muy consultivo,Pasivo,Muy cooperativo,Delegativo,"Si, alto",Positiva,Mejorado,0,0,Inequitativo,Inequitativo,Equitativo,Equitativo,Neutral,Equitativo,Neutral,Equitativo,Neutral,Neutral,Neutral,No consulta,No consulta,0.857471315625317,0.473868112205596,0.763939848867348,0.68
2019,1,Mujer,No,Si,Si,50,Siempre,Casi siempre,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,5,Si,5,Si,Siempre,Siempre,5,No,No,No,No,No,No,No,Si,Si,Si,No,No,Si,No,No,Si,No,Si,No,Si,Si,No,Si,No,No,Si,Si,Si,No,Muy democrático,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,Muy democrático,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,"Si, medio",Positiva,Permanecen igual,50,60,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,De fácil acceso,Clara y comprensible,0.539581871851512,0.496450217824858,0.15476165356044,0.35
2019,1,Hombre,No,Si,Si,300,Nunca,Nunca,Si,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,3,Si,3,Si,Siempre,Siempre,11,No,No,No,No,No,No,No,Si,No,Si,No,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,Si,No,No,Muy autoritario,Manipulador,Excluyente,Dictatorial,Muy pasivo,Muy apático,Muy delegativo,Democráctico,Condescendiente,Inclusivo,Consultivo,Muy proactivo,Muy cooperativo,Muy autosuficiente,"Si, alto",Positiva,Mejorado,35,180,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Neutral,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,No se publica información,De fácil acceso,0.684156315306692,0.502128910667361,0.304058618848162,0.47
2019,1,Hombre,No,Si,Si,200,No consulta,No consulta,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,0,Si,0,No,Siempre,Siempre,1,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,Si,No,No,No,No,Si,No,No,No,No,No,No,No,Muy autoritario,Muy manipulador,Muy excluyente,Muy dictatorial,Muy pasivo,Muy apático,Muy autosuficiente,Democráctico,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, alto",Positiva,Mejorado,12,0,Neutral,Neutral,Neutral,Neutral,Neutral,Equitativo,Equitativo,Equitativo,Equitativo,Equitativo,Equitativo,No consulta,No consulta,0.736765950668695,0.663419987231642,0.727120271851572,0.71
2019,1,Hombre,No,Si,Si,130,No consulta,No consulta,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,0,No,0,No,Nunca,Nunca,1,No,No,No,No,No,No,No,Si,No,Si,Si,No,Si,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,No,Autoritario,Manipulador,Excluyente,Dictatorial,Pasivo,Apático,Autosuficiente,Autoritario,Manipulador,Excluyente,Dictatorial,Pasivo,Apático,Autosuficiente,"Si, medio",Positiva,Permanecen igual,0,0,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No consulta,No consulta,0.729215560653149,0.783126193916314,0.720852128598259,0.74
2019,1,Hombre,No,Si,Si,35,No consulta,No consulta,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,0,No,0,No,Nunca,Nunca,1,No,No,No,No,No,No,No,Si,No,No,No,No,Si,No,No,No,Si,Si,No,Si,No,No,No,No,No,No,No,No,No,Autoritario,Manipulador,Excluyente,Dictatorial,Pasivo,Apático,Autosuficiente,Autoritario,Manipulador,Excluyente,Dictatorial,Pasivo,Apático,Autosuficiente,"Si, medio",Positiva,Permanecen igual,0,0,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No consulta,No consulta,0.785679633801073,0.798659508892121,0.720852128598259,0.77
2019,1,Mujer,Si,Si,Si,200,No consulta,No consulta,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,25,No,10,No,Nunca,Nunca,1,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Autoritario,Manipulador,Inclusivo,Dictatorial,Pasivo,Apático,Delegativo,Democráctico,Condescendiente,Inclusivo,Consultivo,Pasivo,Cooperativo,Delegativo,"Si, alto",Positiva,Mejorado,0,0,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,No consulta,Clara y comprensible,0.727664363143243,0.752405136184295,0.722162284584793,0.73
2019,1,Mujer,Si,Si,Si,110,Casi siempre,Casi siempre,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,5,No,0,No,Algunas veces,Algunas veces,1,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,Si,No,No,Si,No,No,Si,No,No,No,No,Si,No,Autoritario,Manipulador,Excluyente,Dictatorial,Proactivo,Cooperativo,Autosuficiente,Democráctico,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,"Si, medio",Positiva,Permanecen igual,0,0,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,De fácil acceso,De fácil acceso,0.542837463870691,0.652665465930167,0.720852128598259,0.63
2019,1,Mujer,No,Si,Si,2,No consulta,No consulta,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,10,Si,0,No,Nunca,Nunca,1,No,No,No,No,No,No,No,Si,No,Si,No,No,Si,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,No,Autoritario,Manipulador,Excluyente,Dictatorial,Pasivo,Apático,Autosuficiente,Autoritario,Manipulador,Excluyente,Dictatorial,Pasivo,Apático,Autosuficiente,"Si, medio",Positiva,Permanecen igual,10,0,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No consulta,No consulta,0.797193246133057,0.747467235797829,0.695723932315114,0.75
2019,1,Hombre,Si,No,Si,400,Siempre,Siempre,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,Si,No,No,No,25,No,5,Si,Nunca,Nunca,3,No,No,No,No,No,Si,Si,Si,No,Si,Si,No,Si,No,No,No,No,Si,Si,No,No,No,Si,No,No,No,No,No,No,Democráctico,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Autosuficiente,Democráctico,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Autosuficiente,"Si, alto",Positiva,Permanecen igual,0,100,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Equitativo,Equitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Clara y comprensible,Clara y comprensible,0.553093091137231,0.395824466990211,0.625180199756792,0.52
2019,1,Hombre,Si,No,No,116,Siempre,Siempre,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,3,Si,2,No,Siempre,Nunca,5,No,No,No,No,Si,No,No,Si,No,No,No,Si,Si,No,No,No,Si,No,No,Si,No,No,Si,Si,Si,Si,Si,Si,Si,Muy autoritario,Muy manipulador,Excluyente,Dictatorial,Pasivo,Apático,Delegativo,Muy democrático,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,"Si, medio",Positiva,Mejorado,24,0,Inequitativo,Totalmente inequitativo,Inequitativo,Inequitativo,Totalmente inequitativo,Inequitativo,Totalmente inequitativo,Inequitativo,Inequitativo,Totalmente inequitativo,Totalmente inequitativo,De fácil acceso,De utilidad para el trabajo en la comuna,0.637861400035008,0.52106315423796,0.599367904545151,0.58
2019,1,Hombre,No,Si,Si,0,No consulta,No consulta,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,0,Si,0,No,Nunca,Nunca,1,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,No,Muy autoritario,Muy manipulador,Muy excluyente,Muy dictatorial,Muy pasivo,Muy apático,Muy autosuficiente,Democráctico,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, medio",Positiva,Permanecen igual,25,0,Neutral,Neutral,Neutral,Neutral,Neutral,Equitativo,Equitativo,Equitativo,Equitativo,Equitativo,Equitativo,No consulta,No consulta,0.7642088697061,0.788554305135249,0.644423891761796,0.73
2019,1,Mujer,Si,Si,Si,50,Siempre,Casi siempre,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,6,Si,3,Si,Algunas veces,Nunca,20,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,Si,Si,No,Si,No,No,Si,Si,Si,Si,No,No,No,Democráctico,Manipulador,Excluyente,Dictatorial,Proactivo,Apático,Autosuficiente,Democráctico,Muy condescendiente,Muy inclusivo,Muy consultivo,Pasivo,Cooperativo,Delegativo,"Si, bajo",Negativa,Mejorado,25,15,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Equitativo,Equitativo,Equitativo,Equitativo,Equitativo,Equitativo,De fácil acceso,De fácil acceso,0.561944645475483,0.576434656468763,0.684068929297478,0.61
2019,1,Mujer,No,No,Si,400,Siempre,Casi siempre,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,Si,No,0,Si,0,No,Muy pocas veces,Nunca,7,Si,No,No,No,Si,No,No,Si,No,No,No,No,Si,No,No,No,Si,Si,No,Si,No,No,Si,No,No,No,No,No,No,Democráctico,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Autosuficiente,Democráctico,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Autosuficiente,"Si, alto",Positiva,Mejorado,20,0,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,De utilidad para el trabajo en la comuna,Clara y comprensible,0.583855662276921,0.408660216635583,0.582195931426358,0.52
2019,1,Mujer,Si,Si,Si,50,Siempre,Siempre,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,Si,No,Si,No,No,No,10,Si,10,No,Nunca,Nunca,5,No,No,No,No,No,No,No,Si,Si,Si,Si,No,No,Si,Si,No,No,Si,No,Si,No,No,Si,No,No,No,No,No,No,Democráctico,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Autosuficiente,Muy democrático,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Autosuficiente,"Si, alto",Positiva,Mejorado,30,0,Equitativo,Equitativo,Equitativo,Equitativo,Equitativo,Equitativo,Equitativo,Equitativo,Equitativo,Equitativo,Equitativo,De fácil acceso,De fácil acceso,0.455436572778653,0.691249190054724,0.697820553943843,0.6
2019,1,Mujer,No,No,No,250,No consulta,No consulta,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,0,No,0,No,Nunca,Nunca,0,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,No,Autoritario,Manipulador,Inclusivo,Dictatorial,Pasivo,Apático,Autosuficiente,Democráctico,Condescendiente,Muy inclusivo,Consultivo,Muy proactivo,Muy cooperativo,Muy autosuficiente,"Si, alto",Positiva,Permanecen igual,0,0,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No consulta,No consulta,0.83927139451706,0.796698530999756,0.701395579385131,0.78
2019,1,Hombre,No,Si,Si,25,Siempre,Casi siempre,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,Si,No,No,2,Si,5,Si,Algunas veces,Algunas veces,5,No,No,No,No,No,No,No,Si,No,Si,No,No,Si,No,No,No,No,Si,No,Si,Si,No,Si,No,No,Si,No,No,Si,Muy democrático,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,Muy democrático,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,"Si, medio",Positiva,Permanecen igual,10,25,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,De utilidad para el trabajo en la comuna,Clara y comprensible,0.52814204144031,0.528151232340034,0.59356719738877,0.55
2019,1,Hombre,No,Si,No,70,Casi siempre,Casi siempre,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,Si,No,No,No,Si,Si,Si,Si,No,No,30,Si,2,No,Algunas veces,Muy pocas veces,1,No,No,Si,Si,No,Si,No,Si,No,Si,No,No,No,No,No,No,Si,Si,No,Si,No,No,Si,Si,No,Si,No,Si,No,Autoritario,Manipulador,Excluyente,Dictatorial,Proactivo,Apático,Autosuficiente,Muy democrático,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Delegativo,"Si, medio",Positiva,Permanecen igual,25,0,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,De utilidad para el trabajo en la comuna,De utilidad para el trabajo en la comuna,0.576668095660465,0.275398085290086,0.227593658446341,0.33
2019,1,Hombre,Si,Si,Si,3,Casi siempre,Casi siempre,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,1,Si,1,No,Nunca,Nunca,3,No,No,No,No,No,No,No,Si,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Democráctico,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Autosuficiente,Democráctico,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Autosuficiente,"Si, bajo",Positiva,Permanecen igual,5,0,Inequitativo,Equitativo,Inequitativo,Neutral,Inequitativo,Inequitativo,Equitativo,Inequitativo,Inequitativo,Neutral,Inequitativo,Clara y comprensible,Clara y comprensible,0.585228873432421,0.757532092673033,0.719812786073897,0.68
2019,1,Hombre,Si,Si,No,26,Muy pocas veces,Muy pocas veces,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,9,Si,4,No,Casi siempre,Casi siempre,50,No,No,Si,No,Si,Si,No,Si,No,Si,Si,No,No,No,No,No,Si,Si,No,Si,No,No,Si,No,No,Si,No,No,Si,Autoritario,Manipulador,Excluyente,Dictatorial,Pasivo,Apático,Delegativo,Muy democrático,Condescendiente,Muy inclusivo,Consultivo,Proactivo,Muy cooperativo,Delegativo,"Si, medio",Positiva,Mejorado,65,0,Totalmente equitativo,Totalmente equitativo,Totalmente equitativo,Totalmente equitativo,Totalmente equitativo,Totalmente equitativo,Totalmente equitativo,Totalmente equitativo,Totalmente equitativo,Totalmente equitativo,Totalmente equitativo,No se publica información,No se publica información,0.718335970240354,0.216517451550912,0.372685877320969,0.39
2019,1,Hombre,No,Si,Si,300,No consulta,No consulta,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,20,Si,2,No,Nunca,Nunca,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,No,Autoritario,Manipulador,Excluyente,Dictatorial,Pasivo,Apático,Autosuficiente,Democráctico,Condescendiente,Muy inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, alto",Positiva,Permanecen igual,60,0,Equitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,No consulta,No consulta,0.758819165380678,0.478239000169602,0.615656921348075,0.61
2019,1,Hombre,Si,Si,Si,13,Algunas veces,Algunas veces,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,45,No,1,Si,Casi siempre,Casi siempre,20,Si,No,No,No,No,No,No,Si,Si,No,No,No,Si,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,Democráctico,Condescendiente,Muy inclusivo,Muy consultivo,Proactivo,Cooperativo,Autosuficiente,Democráctico,Manipulador,Muy inclusivo,Muy consultivo,Muy proactivo,Cooperativo,Autosuficiente,"Si, alto",Positiva,Permanecen igual,0,13,Inequitativo,Inequitativo,Neutral,Inequitativo,Inequitativo,Neutral,Inequitativo,Neutral,Neutral,Neutral,Neutral,De utilidad para el trabajo en la comuna,De utilidad para el trabajo en la comuna,0.658662411940936,0.450856883794164,0.650270903351369,0.58
2019,1,Hombre,No,Si,No,3,No consulta,No consulta,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,0,No,0,No,Nunca,Nunca,0,No,No,No,No,No,No,No,Si,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Democráctico,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,Democráctico,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,No,Negativa,Permanecen igual,0,0,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No consulta,No consulta,0.895151440261616,0.812257343436338,0.79846475538673,0.83
2019,1,Hombre,Si,Si,Si,12,No consulta,Siempre,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,8,No,2,Si,Muy pocas veces,Nunca,12,No,No,No,Si,No,No,No,Si,Si,Si,No,No,No,No,No,No,No,Si,No,Si,No,No,Si,No,No,No,No,No,No,Democráctico,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,Democráctico,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, alto",Positiva,Mejorado,0,140,Equitativo,Equitativo,Inequitativo,Neutral,Totalmente inequitativo,Equitativo,Equitativo,Equitativo,Inequitativo,Neutral,Totalmente inequitativo,Clara y comprensible,Clara y comprensible,0.672831663012866,0.517358962644639,0.685408429556314,0.62
2019,1,Hombre,Si,Si,Si,400,No consulta,Algunas veces,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,6,Si,40,Si,Algunas veces,Algunas veces,6,No,No,Si,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,Si,No,Si,Si,Si,Si,No,No,No,No,No,Si,Democráctico,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,Democráctico,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, alto",Positiva,Empeorado,46,36,Inequitativo,Neutral,Equitativo,Neutral,Equitativo,Equitativo,Neutral,Equitativo,Equitativo,Equitativo,Neutral,Clara y comprensible,Clara y comprensible,0.668335686023719,0.391539439496648,0.57807931856291,0.53
2019,1,Hombre,Si,Si,Si,170,Siempre,Siempre,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,Si,No,No,No,No,No,5,Si,21,Si,Siempre,Casi siempre,0,No,No,No,No,No,No,No,Si,Si,Si,Si,Si,Si,No,Si,No,Si,Si,No,Si,Si,Si,Si,No,No,No,No,No,No,Democráctico,Condescendiente,Inclusivo,Muy consultivo,Proactivo,Cooperativo,Delegativo,Democráctico,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, alto",Positiva,Mejorado,20,150,Inequitativo,Equitativo,Equitativo,Equitativo,Equitativo,Equitativo,Equitativo,Equitativo,Equitativo,Equitativo,Equitativo,De fácil acceso,De fácil acceso,0.499915196946958,0.524079112954569,0.627267752198195,0.55
2019,1,Hombre,Si,No,Si,15,Siempre,Siempre,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,3,Si,5,No,Algunas veces,Nunca,2,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,Si,No,No,No,No,No,No,Muy autoritario,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,Democráctico,Condescendiente,Inclusivo,Consultivo,Pasivo,Cooperativo,Delegativo,"Si, alto",Positiva,Permanecen igual,50,0,Equitativo,Equitativo,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clara y comprensible,De fácil acceso,0.626014157481275,0.679193049596385,0.643994429945525,0.65
2019,1,Mujer,No,Si,Si,50,No consulta,No consulta,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,0,No,0,No,Nunca,Nunca,1,No,No,No,No,No,No,No,Si,No,No,No,No,Si,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,No,Autoritario,Manipulador,Excluyente,Dictatorial,Pasivo,Apático,Autosuficiente,Autoritario,Manipulador,Excluyente,Dictatorial,Pasivo,Apático,Autosuficiente,"Si, medio",Positiva,Permanecen igual,0,0,Neutral,Neutral,Neutral,Neutral,Neutral,Equitativo,Equitativo,Equitativo,Totalmente equitativo,Equitativo,Equitativo,No consulta,No consulta,0.735091653441366,0.80354026372876,0.720965781230124,0.75
