Edicion,S_1,O_88,O_89,O_12,O_13,O_22,O_67,O_68,O_8,O_19_1,O_19_2,O_19_3,O_19_4,O_19_5,O_19_6,O_19_7,O_19_8,O_19_9,O_20_1,O_20_2,O_20_3,O_20_4,O_20_5,O_20_6,O_20_7,O_20_8,O_72_1,O_72_2,O_72_3,O_72_4,O_72_5,O_72_6,O_72_7,O_72_8,O_72_9,O_24,O_48,O_52,O_54,O_58,O_59,O_90,O_28_1,O_28_2,O_28_3,O_28_4,O_28_5,O_28_6,O_28_7,O_28_8,O_37_1,O_37_2,O_37_3,O_37_4,O_37_5,O_38_1,O_38_2,O_38_3,O_38_4,O_38_5,O_38_6,O_38_7,O_38_8,O_38_9,O_66_1,O_66_2,O_66_3,O_66_4,O_66_5,O_66_6,O_66_7,O_81_1,O_81_2,O_81_3,O_81_4,O_81_5,O_81_6,O_81_7,O_82_1,O_82_2,O_82_3,O_82_4,O_82_5,O_82_6,O_82_7,O_40,O_41,O_45,O_49,O_55,O_61_1,O_61_2,O_61_3,O_61_4,O_61_5,O_62_1,O_62_2,O_62_3,O_62_4,O_62_5,O_62_6,O_70,O_71,Condiciones Territoriales,Prácticas,Efectos,IPCM
2017,50,Hombre,Si,Si,Si,6,Casi siempre,Casi siempre,Si,No,No,No,No,No,No,No,Si,Si,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,Si,Si,Si,Si,Si,Si,Si,Sin registro,Si,0,Si,4,No,Si,No,2,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,Si,No,No,No,No,No,No,Si,Si,Si,No,Si,Si,No,Si,No,No,Si,Si,Si,No,Muy autoritario,Muy manipulador,Muy excluyente,Muy dictatorial,Muy pasivo,Muy apático,Muy delegativo,Muy democrático,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,"Si, medio",Positiva,Mejorado,20,0,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Neutral,Totalmente inequitativo,Neutral,Neutral,Neutral,Neutral,De utilidad para el trabajo en la comuna,De fácil acceso,0.255659709172528,0.511974612538928,0.286325439476087,0.33
2017,60,Mujer,Si,No,Si,45,"No sabe, no responde","No sabe, no responde",No,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,No,No,No,No,No,No,No,Sin registro,Si,0,No,0,No,No,No,5,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Muy democrático,Muy condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,Muy democrático,Muy condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,"Si, medio",Positiva,Mejorado,0,0,"No sabe, no responde","No sabe, no responde","No sabe, no responde","No sabe, no responde","No sabe, no responde",Totalmente inequitativo,"No sabe, no responde",Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Sin registro,Sin registro,0.428526975669704,0.491994484795244,0.237149058448984,0.37
2017,60,Mujer,Si,No,Si,35,"No sabe, no responde","No sabe, no responde",Si,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,Si,Si,Si,Si,Si,Si,Si,Sin registro,Si,0,No,1,No,No,No,5,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,No,No,No,No,Si,No,No,No,Si,No,No,Si,No,No,No,No,No,No,No,No,No,Democrático,Condescendiente,Muy excluyente,Muy dictatorial,Pasivo,Apático,Muy autosuficiente,Muy democrático,Muy condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,No,Positiva,Mejorado,0,0,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Inequitativo,Inequitativo,Inequitativo,Totalmente inequitativo,Inequitativo,Totalmente inequitativo,De fácil acceso,De fácil acceso,0.597829416305097,0.592471316841355,0.237149058448984,0.44
2017,60,Mujer,Si,Si,No,100,"No sabe, no responde","No sabe, no responde",No,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,Si,Si,Si,Si,Si,Si,Si,Sin registro,Si,0,No,0,Si,No,No,6,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,No,No,No,No,Si,No,No,No,Si,No,Si,Si,No,No,No,No,No,No,No,No,No,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,No,Positiva,Mejorado,0,100,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Equitativo,Totalmente inequitativo,Equitativo,Equitativo,Equitativo,Equitativo,Sin registro,De fácil acceso,0.409606717007303,0.314729939269716,0.402164194093179,0.37
2017,60,Hombre,Si,Si,Si,110,Siempre,Casi siempre,Si,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,Si,Si,Si,Si,Si,Si,Si,Sin registro,Si,1,No,5,Si,No,No,5,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,No,Si,No,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,No,Democrático,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy autosuficiente,Muy democrático,Muy condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,"Si, alto",Positiva,Permanecen igual,0,60,Totalmente equitativo,"No sabe, no responde",Totalmente equitativo,Totalmente equitativo,Totalmente equitativo,Totalmente equitativo,Totalmente equitativo,Totalmente equitativo,Totalmente equitativo,Totalmente equitativo,Totalmente equitativo,De fácil acceso,De fácil acceso,0.493779944760462,0.605280711292527,0.374406484295448,0.48
2017,60,Mujer,Si,No,No,146,No consulta,No consulta,Si,No,No,Si,No,No,No,No,No,No,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,Si,Si,Si,Si,Si,Si,Si,Sin registro,Si,0,No,0,No,No,No,5,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,No,No,No,No,Si,No,No,Si,Si,Si,No,Si,No,No,No,No,No,No,No,No,No,Muy democrático,Muy condescendiente,Inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,Muy democrático,Muy condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,No,Positiva,Mejorado,0,0,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente equitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,De fácil acceso,De fácil acceso,0.471940126348531,0.663345489659917,0.250394585977374,0.43
2017,60,Mujer,Si,No,No,16,"No sabe, no responde","No sabe, no responde",No,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,Si,Si,Si,Si,No,No,No,Sin registro,Si,0,No,0,Si,No,No,8,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,No,No,No,No,Si,No,No,No,Si,No,No,Si,No,No,No,No,No,No,No,No,No,Muy democrático,Muy condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,Muy democrático,Muy condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,"Si, medio",Positiva,Mejorado,0,18,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,"No sabe, no responde",Totalmente inequitativo,"No sabe, no responde","No sabe, no responde","No sabe, no responde","No sabe, no responde",De fácil acceso,De fácil acceso,0.516466179135777,0.684813681044958,0.745361899231948,0.64
2017,60,Mujer,Si,No,Si,35,Algunas veces,Muy pocas veces,Si,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,Si,Si,Si,Si,Si,Si,Si,Sin registro,Si,0,No,3,No,No,No,8,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,No,No,No,No,Si,Si,No,No,Si,Si,No,Si,No,No,Si,No,Si,No,No,No,No,Democrático,Condescendiente,Muy inclusivo,Consultivo,Muy pasivo,Muy apático,Muy autosuficiente,Muy democrático,Muy condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,No,Positiva,Mejorado,0,0,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Equitativo,Totalmente inequitativo,Equitativo,Equitativo,Equitativo,Equitativo,Sin registro,De fácil acceso,0.322623716365318,0.715521170299658,0.252155715804689,0.39
2017,60,Mujer,Si,No,Si,19,No consulta,"No sabe, no responde",No,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,Si,Si,Si,Si,No,No,No,Sin registro,Si,0,No,0,Si,No,No,8,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,No,No,No,No,Si,No,No,No,Si,No,No,Si,No,No,No,No,No,No,No,No,No,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, medio",Positiva,Mejorado,0,15,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Inequitativo,Totalmente inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Sin registro,De fácil acceso,0.384886557537893,0.496374186054705,0.486672073342143,0.45
2017,16,Hombre,Si,Si,Si,80,Siempre,Siempre,Si,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,No,No,No,No,No,No,No,Sin registro,Si,3,Si,0,Si,Si,Si,0,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,No,No,No,No,Si,Si,No,No,No,Si,No,No,No,No,Si,No,No,No,No,No,No,Muy democrático,Muy manipulador,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,Muy democrático,Muy manipulador,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Autosuficiente,"Si, alto",Positiva,Mejorado,20,70,Equitativo,Neutral,Neutral,Neutral,Neutral,Equitativo,Neutral,Equitativo,Neutral,Neutral,Neutral,De fácil acceso,De utilidad para el trabajo en la comuna,0.582232347369301,0.614778842421507,0.260354325531194,0.45
2017,70,Mujer,Si,Si,Si,210,Siempre,Siempre,Si,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,Si,Si,Si,Si,Si,Si,Si,Sin registro,Si,15,Si,38,Si,Si,No,0,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,No,Si,No,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,No,Muy democrático,Muy condescendiente,Muy inclusivo,Muy consultivo,Pasivo,Cooperativo,Muy delegativo,Muy democrático,Muy condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,"Si, alto",Positiva,Mejorado,75,210,Totalmente equitativo,Inequitativo,Totalmente equitativo,Totalmente equitativo,Totalmente equitativo,Totalmente equitativo,Totalmente equitativo,Totalmente equitativo,Totalmente equitativo,Totalmente equitativo,Totalmente equitativo,De fácil acceso,De fácil acceso,0.450723503137396,0.590686215181824,0.236926994397961,0.4
2017,16,Mujer,Si,Si,Si,0,Siempre,Siempre,Si,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,No,No,No,No,No,No,No,Sin registro,Si,2,No,3,No,No,No,0,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,No,Si,No,No,Si,No,No,No,Si,Si,No,No,No,No,Si,No,No,No,No,No,No,Muy democrático,Muy condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,Muy democrático,Muy condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,"Si, alto",Positiva,Permanecen igual,0,0,Equitativo,Neutral,Equitativo,Neutral,Equitativo,Equitativo,Equitativo,Equitativo,Equitativo,Equitativo,Equitativo,De fácil acceso,De fácil acceso,0.461325065438622,0.491624711665228,0.441619950057275,0.46
2017,60,Mujer,Si,No,Si,35,"No sabe, no responde","No sabe, no responde",Si,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,Si,Si,Si,Si,No,No,No,Sin registro,Si,1,No,1,Si,No,No,5,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,Si,No,No,No,No,Si,No,No,Si,Si,Si,Si,No,No,No,No,No,No,No,No,No,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, medio",Positiva,Mejorado,0,30,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Neutral,Totalmente inequitativo,Neutral,Neutral,Neutral,Neutral,De fácil acceso,De fácil acceso,0.246874292124203,0.332563197759136,0.363187815550819,0.31
2017,60,Hombre,Si,Si,Si,45,Algunas veces,Algunas veces,Si,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,Si,Si,Si,Si,Si,Si,Si,Sin registro,Si,1,No,1,Si,No,No,2,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,No,No,No,No,Si,Si,Si,No,Si,Si,Si,No,No,No,Si,No,No,Si,No,No,Si,Muy democrático,Muy condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,Muy democrático,Muy condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,No,Positiva,Mejorado,0,40,Totalmente inequitativo,Totalmente inequitativo,Neutral,Totalmente inequitativo,Inequitativo,Totalmente inequitativo,Equitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,De fácil acceso,De fácil acceso,0.500303024031508,0.320185262116018,0.416271009920403,0.41
2017,60,Mujer,Si,No,No,40,Muy pocas veces,Casi siempre,No,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,Si,Si,Si,Si,Si,No,No,Sin registro,Si,0,No,0,No,No,No,5,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Muy democrático,Muy condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,Muy democrático,Muy condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,"Si, medio",Negativa,Mejorado,0,0,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,De fácil acceso,De fácil acceso,0.429809609413825,0.368228737317534,0.430082645722195,0.41
2017,60,Mujer,Si,Si,Si,50,"No sabe, no responde","No sabe, no responde",No,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,No,No,No,No,No,No,No,Sin registro,Si,0,No,1,Si,No,No,5,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, medio",Positiva,Mejorado,0,45,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Neutral,Totalmente inequitativo,Sin registro,De fácil acceso,0.422390435341354,0.434870973586438,0.403480417506705,0.42
2017,60,Hombre,Si,Si,Si,58,"No sabe, no responde","No sabe, no responde",Si,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,No,Si,No,Si,No,No,No,Sin registro,Si,0,No,0,Si,No,No,5,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,No,No,No,Si,Si,No,No,No,Si,Si,Si,Si,No,No,No,No,No,No,No,No,No,Democrático,Condescendiente,Inclusivo,Dictatorial,Pasivo,Apático,Autosuficiente,Muy autoritario,Muy manipulador,Muy excluyente,Muy dictatorial,Muy pasivo,Muy apático,Muy autosuficiente,"Si, bajo",Positiva,Mejorado,0,50,Totalmente inequitativo,Neutral,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Sin registro,De fácil acceso,0.520616597767032,0.402196289818914,0.546543642600361,0.49
2017,60,Mujer,Si,No,Si,42,"No sabe, no responde","No sabe, no responde",No,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,Si,Si,Si,Si,Si,Si,Si,Sin registro,Si,0,No,0,Si,No,No,8,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,No,No,No,No,Si,Si,No,No,Si,Si,Si,Si,No,No,No,No,No,No,No,No,No,Democrático,Condescendiente,Inclusivo,Consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,No,Positiva,Mejorado,0,40,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Sin registro,De fácil acceso,0.536976835358586,0.391486144269809,0.454712274975451,0.46
2017,60,Hombre,Si,Si,Si,40,"No sabe, no responde","No sabe, no responde",No,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,No,No,No,No,No,No,No,Sin registro,Si,58,No,0,No,No,No,5,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,No,No,No,No,Si,No,No,No,No,Si,No,Si,No,No,No,No,Si,No,No,No,No,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, medio",Negativa,Mejorado,0,0,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Neutral,Inequitativo,Neutral,Neutral,Neutral,Neutral,Sin registro,De fácil acceso,0.520616347161441,0.50340031670633,0.786215560156332,0.59
2017,60,Mujer,Si,Si,No,26,"No sabe, no responde","No sabe, no responde",Si,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,Si,Si,No,No,No,No,No,Sin registro,Si,0,No,0,Si,Si,No,8,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,No,No,No,No,Si,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Autoritario,Manipulador,Excluyente,Dictatorial,Pasivo,Cooperativo,Delegativo,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,No,Negativa,Mejorado,0,25,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Sin registro,De fácil acceso,0.408881792835462,0.390483074331434,0.231107914081724,0.33
2017,60,Mujer,Si,Si,No,41,"No sabe, no responde","No sabe, no responde",Si,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,Si,Si,Si,No,No,No,No,Sin registro,Si,8,No,0,Si,No,No,8,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,No,Positiva,Mejorado,0,35,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Sin registro,De fácil acceso,0.436209617586591,0.434270998325869,0.344678328092812,0.4
2017,7,Hombre,Si,No,Si,150,Casi siempre,Casi siempre,Si,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,Si,Si,Si,Si,Si,Si,Si,Sin registro,Si,8,Si,0,Si,No,No,1,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,Si,Si,No,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,No,No,No,No,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,Muy democrático,Muy condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,"Si, alto",Positiva,Mejorado,40,70,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,De fácil acceso,De fácil acceso,0.123164417651522,0.37432726619456,0.337362301396662,0.25
2017,7,Hombre,Si,Si,Si,0,Casi siempre,Casi siempre,Si,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,Si,Si,No,No,No,No,No,Sin registro,Si,10,Si,49,Si,Si,Si,1,No,No,No,No,No,Si,Si,Si,No,No,No,No,Si,No,No,Si,Si,Si,No,Si,Si,No,Si,Si,Si,Si,Si,Si,No,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,Muy democrático,Muy condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,"Si, medio",Negativa,Permanecen igual,180,150,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,De fácil acceso,De fácil acceso,0.209540308627461,0.430046498133946,0.632010225925649,0.38
2017,16,Hombre,Si,Si,Si,0,Algunas veces,Algunas veces,Si,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,Si,Si,No,No,No,No,No,Sin registro,Si,1,Si,4,Si,Si,No,0,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,Si,Si,No,No,Si,No,Si,No,Si,No,No,Si,Si,No,No,No,Si,Si,No,No,No,Democrático,Condescendiente,Excluyente,Consultivo,Proactivo,Cooperativo,Delegativo,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, alto",Positiva,Permanecen igual,25,10,Equitativo,Equitativo,Equitativo,Equitativo,Equitativo,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,De fácil acceso,De fácil acceso,0.417588057527364,0.310376587262151,0.300716444422419,0.34
2017,90,Mujer,Si,Si,Si,30,Algunas veces,Algunas veces,Si,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,No,No,No,No,No,No,No,Sin registro,Si,2,No,16,No,Si,Si,0,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,No,No,No,No,Si,No,No,No,Si,Si,No,Si,No,No,Si,Si,Si,Si,Si,Si,Si,Democrático,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,Democrático,Muy condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,"Si, alto",Positiva,Permanecen igual,0,0,Equitativo,Equitativo,Equitativo,Equitativo,Equitativo,Equitativo,Equitativo,Equitativo,Equitativo,Equitativo,Equitativo,Sin registro,De fácil acceso,0.313212889082831,0.516552139640835,0.431978404617959,0.41
2017,4,Hombre,Si,No,Si,13,Muy pocas veces,Muy pocas veces,Si,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,Si,Si,Si,Si,Si,Si,Si,Sin registro,Si,0,No,18,No,No,No,3,Si,Si,Si,Si,Si,Si,Si,Si,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,Si,Si,Si,Si,Si,Si,No,Muy autoritario,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, alto",Negativa,Empeorado,0,0,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,De fácil acceso,De fácil acceso,0.401016487017724,0.371199992857284,0.371827287629338,0.38
2017,9,Hombre,Si,Si,Si,300,Casi siempre,Casi siempre,Si,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,Si,Si,No,Si,No,Si,No,Sin registro,Si,5,Si,6,Si,Si,Si,0,No responde,No responde,No responde,No responde,No responde,No responde,No responde,Si,No,No,No,No,No,Si,No,No,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,No,Muy autoritario,Muy condescendiente,Muy inclusivo,Muy consultivo,Muy pasivo,Muy cooperativo,Muy delegativo,Muy autoritario,Muy condescendiente,Muy inclusivo,Muy consultivo,Muy pasivo,Muy cooperativo,Muy delegativo,"Si, medio",Positiva,Mejorado,10,80,Inequitativo,Totalmente inequitativo,Equitativo,Totalmente inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Equitativo,Totalmente inequitativo,Inequitativo,Clara y comprensible,De fácil acceso,0.493821138876008,0.385065987803007,0.438766657403738,0.44
